"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion","SelectCountyId"
"GASTON","40353","62738","1170","78","0","0","0","0","60352","111113","30177","333","20","1620","631","13468","7329","7998","69990","82387","12314","164691","1","0"
"GATES","2939","2377","32","4","0","0","0","0","2928","5257","2326","17","0","9","39","542","90","62","3633","4050","597","8280","1","0"
"GRAHAM","895","3283","27","0","0","0","0","0","2061","5678","11","271","1","17","5","228","55","49","2973","3087","206","6266","1","0"
"GRANVILLE","14687","11719","227","10","0","0","0","0","15277","22486","10835","73","2","187","181","6717","1439","1429","16244","18597","7079","41920","1","0"
"GREENE","4246","2742","29","6","0","0","0","0","4019","5955","3538","8","1","15","14","920","591","623","4670","5548","824","11042","1","0"
"GUILFORD","152185","88551","1986","255","0","0","0","0","150244","193607","129538","1000","56","11114","2517","36664","18725","17485","163112","202497","27612","393221","1","0"
"HALIFAX","18225","4853","94","8","0","0","0","0","11667","13297","17150","954","4","187","120","2673","462","381","14452","17788","2607","34847","1","0"
"HARNETT","24258","34762","807","83","0","0","0","0","36446","58754","18869","495","34","920","500","10259","6525","7099","40021","46568","9767","96356","1","0"
"HAYWOOD","10783","17354","309","33","0","0","0","0","19877","44343","504","141","0","179","94","2334","761","829","21896","24778","1682","48356","1","0"
"HENDERSON","16992","32589","624","65","0","0","0","0","42124","79615","2433","154","17","608","367","5918","3282","3665","39698","46913","5783","92394","1","0"
"HERTFORD","7876","1716","40","5","0","0","0","0","4070","4500","7771","89","3","41","47","1098","158","114","5575","7102","1030","13707","1","0"
"HOKE","12972","8152","311","27","0","0","0","0","15757","13882","12972","1959","21","398","222","4799","2966","2936","15232","18029","3958","37219","1","0"
"HYDE","1136","738","14","0","0","0","0","0","1156","2280","505","2","0","2","5","175","75","78","1358","1522","164","3044","1","0"
"IREDELL","27622","61733","914","53","0","0","0","0","59799","114257","16631","220","14","1867","400","10566","6166","6414","66054","72849","11218","150121","1","0"
"JACKSON","7578","8881","227","26","0","0","0","0","14043","24444","564","1568","9","230","175","2968","797","905","13104","14709","2942","30755","1","0"
"JOHNSTON","41099","61700","1191","93","0","0","0","0","66920","111653","28934","454","29","1358","573","17491","10511","12108","73162","84050","13791","171003","1","0"
"JONES","2102","2425","34","0","0","0","0","0","2501","4333","1798","13","3","19","22","748","126","139","2971","3355","736","7062","1","0"
"LEE","11937","12956","319","24","0","0","0","0","16480","26326","7400","139","8","342","239","3869","3393","4261","17494","20678","3544","41716","1","0"
"LENOIR","14549","10698","134","20","0","0","0","0","12849","18405","13999","54","5","111","114","4480","1082","1104","14895","18946","4409","38250","1","0"
"LINCOLN","11075","34047","414","24","0","0","0","0","25120","58824","3846","90","3","379","150","5188","2200","2547","31201","34065","5414","70680","1","0"
"MACON","4478","12771","183","11","0","0","0","0","12217","26949","211","69","1","123","55","1487","765","797","13809","15358","493","29660","1","0"
"MADISON","4470","5126","118","15","0","0","0","0","7973","15635","115","30","4","68","38","1566","246","212","7637","8234","1831","17702","1","0"
"MARTIN","6791","3667","63","8","0","0","0","0","6029","8544","5825","27","1","25","47","1816","273","255","6546","8233","1779","16558","1","0"
"MCDOWELL","4815","13951","184","12","0","0","0","0","12210","27936","846","43","0","160","113","1325","749","764","14209","15398","1565","31172","1","0"
"MECKLENBURG","323083","157304","5412","585","0","0","0","0","352661","417814","250095","2127","98","26728","4708","83842","53633","55324","348288","417161","73596","839045","1","0"
"MITCHELL","918","6390","51","4","0","0","0","0","3861","9955","51","12","1","20","14","1042","129","162","4961","5400","863","11224","1","0"
"MONTGOMERY","4342","6757","73","7","0","0","0","0","6118","12031","2711","46","1","182","42","1453","831","963","7518","8431","1348","17297","1","0"
"MOORE","14728","33714","608","28","0","0","0","0","32337","65032","7317","400","7","793","244","4870","2752","2434","35722","41504","4189","81415","1","0"
"NASH","24825","19920","264","22","0","0","0","0","26620","34458","26321","363","6","393","253","7410","2447","2382","28957","35215","7479","71651","1","0"
"NEW HANOVER","49264","54817","1348","138","0","0","0","0","83475","142383","18220","428","15","1706","743","19981","5566","5132","76666","91227","21149","189042","1","0"
"NORTHAMPTON","6976","1644","32","2","0","0","0","0","4246","5035","6564","30","0","13","16","1139","103","92","5436","6313","1151","12900","1","0"
"ONSLOW","21748","51378","1672","80","0","0","0","0","60292","89839","19129","506","72","1987","765","13904","8968","9371","57495","64574","13101","135170","1","0"
"ORANGE","49318","13142","463","85","0","0","0","0","48981","75678","11422","232","9","5749","1003","12736","5160","4991","45429","54214","12346","111989","1","0"
"PAMLICO","2423","4339","51","5","0","0","0","0","3484","8064","1313","25","1","46","16","684","153","145","4606","5032","664","10302","1","0"
"PASQUOTANK","9563","8134","197","21","0","0","0","0","13344","17027","9308","34","3","175","148","3765","799","538","12733","14855","3671","31259","1","0"
"PENDER","10077","22379","405","18","0","0","0","0","21580","41764","5552","142","4","273","146","4800","1778","1801","23463","25845","5151","54459","1","0"
"PERQUIMANS","2430","3939","53","2","0","0","0","0","4288","7704","1748","19","2","24","20","1069","126","85","4486","5129","1097","10712","1","0"
"PERSON","8705","8799","129","9","0","0","0","0","10704","18374","6824","112","3","59","87","2152","735","737","12186","14111","2049","28346","1","0"
"PITT","45272","31178","679","79","0","0","0","0","49704","64967","39815","241","17","1189","616","14907","5160","4418","49473","62216","15223","126912","1","0"
"POLK","3395","6678","104","4","0","0","0","0","7152","15302","585","15","2","54","36","1019","320","347","7704","9012","617","17333","1","0"
"RANDOLPH","13803","51746","527","28","0","0","0","0","33189","79208","6245","296","9","840","209","7604","4882","5456","43556","48678","7059","99293","1","0"
"RICHMOND","10351","8222","107","15","0","0","0","0","9754","16392","8345","400","4","156","47","2116","989","794","12114","14386","1949","28449","1","0"
"ROBESON","29535","16304","228","29","0","0","0","0","31277","19866","18226","25433","45","306","431","9477","3589","2897","31250","38768","7355","77373","1","0"
"ROCKINGHAM","15792","26340","325","27","0","0","0","0","21641","44954","11196","107","0","237","162","5773","1696","1728","28224","32838","3063","64125","1","0"
"ROWAN","21480","43834","624","49","0","0","0","0","35753","72690","15767","169","8","616","310","7956","4224","4501","43709","49670","8361","101740","1","0"
"RUTHERFORD","8430","21264","239","21","0","0","0","0","17386","38340","3769","44","1","157","89","3780","1160","1107","20359","23296","3685","47340","1","0"
"SAMPSON","11400","15998","175","21","0","0","0","0","11229","22269","9642","523","2","100","106","3195","2986","3499","16790","19629","2404","38823","1","0"
"SCOTLAND","8330","5100","76","12","0","0","0","0","8447","9369","7450","1789","18","173","120","2714","332","303","8593","10810","2562","21965","1","0"
"STANLY","7913","22893","236","37","0","0","0","0","16247","36179","5010","86","5","474","70","4350","1152","1131","20027","22583","4716","47326","1","0"
"STOKES","4583","18146","194","19","0","0","0","0","10845","29110","1237","55","2","78","83","2683","539","603","16131","17543","113","33787","1","0"
"SURRY","7876","23584","216","19","0","0","0","0","17045","40860","1628","47","3","138","95","3986","1983","2519","21503","24021","3216","48740","1","0"
"SWAIN","2422","3373","80","12","0","0","0","0","4197","7482","101","1648","1","40","36","595","181","126","4540","5019","525","10084","1","0"
"TRANSYLVANIA","5386","8636","152","13","0","0","0","0","12588","23776","708","44","2","104","71","1657","413","321","11743","13342","1690","26775","1","0"
"TYRRELL","914","501","12","1","0","0","0","0","917","1435","610","3","0","22","4","219","52","48","1014","1108","223","2345","1","0"
"UNION","38566","72350","1118","87","0","0","0","0","72840","120720","19475","548","16","5039","727","29040","9396","10150","75598","84007","25356","184961","1","0"
"VANCE","14444","5345","110","14","0","0","0","0","8213","11187","13371","58","5","105","93","2329","978","991","11231","14598","2297","28126","1","0"
"WAKE","282621","173070","5344","659","0","0","0","0","397538","514063","149956","2255","93","39807","4751","96075","52232","43401","358649","413948","86635","859232","1","0"
"WARREN","7305","2570","43","3","0","0","0","0","3626","5740","6088","539","2","39","42","873","224","182","5739","6891","917","13547","1","0"
"WASHINGTON","4121","1557","22","2","0","0","0","0","2539","3610","3595","8","2","17","14","879","116","86","3320","4065","856","8241","1","0"
"WATAUGA","10441","12258","297","60","0","0","0","0","21132","38252","825","49","12","373","412","3402","863","1380","19197","21828","3163","44188","1","0"
"WAYNE","25194","26784","428","37","0","0","0","0","24625","42035","23290","148","7","578","362","6065","4583","4232","32188","38503","6377","77068","1","0"
"WILKES","5852","25219","184","11","0","0","0","0","14098","39340","1562","48","0","157","93","3083","1081","1208","20083","22078","3203","45364","1","0"
"WILSON","22433","14099","234","28","0","0","0","0","18309","26681","20781","119","2","309","135","4514","2562","2413","22485","28342","4276","55103","1","0"
"YADKIN","2666","14707","122","6","0","0","0","0","8175","22025","732","23","2","67","34","1761","1032","1234","11468","12414","1794","25676","1","0"
"YANCEY","3295","5531","83","9","0","0","0","0","5573","13026","73","28","1","32","23","1105","203","213","6507","7047","937","14491","1","0"
