"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"DARE","7524","11281","264","10","6","0","13703","29633","549","37","1","2568","337","14752","16242","1794","32788"
"DAVIDSON","21331","55410","688","14","48","0","37282","91301","10544","240","7","12681","3123","49787","56470","8516","114773"
"DAVIE","4668","16323","159","8","11","0","10890","26997","1901","44","1","3116","829","14222","15853","1984","32059"
"DUPLIN","10787","9743","136","8","10","0","10397","18194","8061","67","1","4758","2267","13153","15460","2468","31081"
"DURHAM","124056","23252","1190","66","87","0","83759","112420","72571","571","33","46815","11251","91850","116611","23949","232410"
"EDGECOMBE","20487","6564","102","3","10","0","6851","11950","19170","59","2","2836","594","13801","18139","2077","34017"
"FORSYTH","97352","70700","1698","65","114","0","92107","158169","64794","504","30","38539","13207","107475","132319","22242","262036"
"FRANKLIN","16753","15982","386","6","11","0","17935","32348","11869","139","3","6714","1797","21367","24556","5150","51073"
"GASTON","40433","59822","1173","21","84","0","52947","107425","27043","332","5","19675","5761","65618","77459","11403","154480"
"GATES","3465","2077","38","1","2","0","2601","5068","2453","16","0","647","54","3569","4070","545","8184"
"GRAHAM","1112","3026","31","0","1","0","1873","5483","10","259","1","290","36","2819","3016","208","6043"
"GRANVILLE","15956","10883","225","6","15","0","13073","22941","11400","79","3","5735","1149","16315","18948","4895","40158"
"GREENE","4862","2494","28","1","2","0","3463","5917","3756","12","0","1165","492","4673","5609","568","10850"
"GUILFORD","154913","88055","2202","72","81","0","127882","192017","123897","953","27","56311","13652","156347","195208","21650","373205"
"HALIFAX","20344","4838","98","3","18","0","10185","13578","18240","1025","4","2639","296","15130","18475","1881","35486"
"HARNETT","23974","30479","785","26","49","0","29581","52522","17350","472","16","14534","5231","35326","41468","8100","84894"
"HAYWOOD","12106","15998","310","11","10","0","17067","41978","467","114","1","2942","592","20479","23330","1693","45502"
"HENDERSON","17190","31873","621","14","29","0","38736","76864","2353","146","10","9090","2808","37909","45133","5421","88463"
"HERTFORD","8854","1547","36","0","2","0","3336","4452","8311","93","2","917","99","5709","7431","635","13775"
"HOKE","13725","7314","308","12","8","0","11727","13010","12498","1959","16","5611","2388","14331","17185","1578","33094"
"HYDE","1360","677","15","0","0","0","1097","2357","567","0","0","225","59","1399","1586","164","3149"
"IREDELL","27290","56412","889","24","36","0","51916","106314","14655","222","5","15371","4671","60193","66839","9535","136567"
"JACKSON","8466","8364","250","15","5","0","12408","24215","615","1518","6","3154","730","12852","14452","2204","29508"
"JOHNSTON","39862","56842","1213","48","136","0","55231","103162","25548","422","17","24183","8487","66369","76465","10498","153332"
"JONES","2517","2310","37","0","3","0","2265","4417","2054","12","1","648","102","3078","3531","523","7132"
"LEE","12468","11896","276","5","14","0","14390","25111","7267","142","6","6523","3327","16389","19576","3084","39049"
"LENOIR","16464","10359","150","10","21","0","10476","18690","14568","64","7","4151","822","15204","19080","3196","37480"
"LINCOLN","11760","31699","426","14","34","0","23059","56468","3585","86","3","6850","2082","29789","32342","4861","66992"
"MACON","4968","12302","188","2","1","0","10356","25488","195","62","1","2071","536","12861","14483","473","27817"
"MADISON","4982","4758","116","9","7","0","7009","15183","125","26","0","1547","188","7414","8018","1449","16881"
"MARTIN","7651","3460","51","1","2","0","4707","8511","6244","28","0","1089","184","6633","8433","806","15872"
"MCDOWELL","5632","12939","179","6","7","0","10866","26844","815","36","1","1933","598","13442","14886","1301","29629"
"MECKLENBURG","321313","154022","5919","203","292","0","294448","398738","236988","2037","60","138374","43865","325556","391718","58923","776197"
"MITCHELL","1044","6449","43","3","1","0","3576","9995","39","12","1","1069","141","4920","5420","776","11116"
"MONTGOMERY","5124","6246","86","2","6","0","5518","11887","2981","45","0","2069","781","7487","8420","1075","16982"
"MOORE","15042","30681","619","10","25","0","27843","59644","7395","343","6","6832","1726","32551","38276","3393","74220"
"NASH","28355","19305","309","7","35","0","19014","33819","25987","345","4","6870","1787","28241","34537","4247","67025"
"NEW HANOVER","50381","53341","1476","40","40","0","72970","136762","18960","377","15","22134","4008","73840","87058","17350","178248"
"NORTHAMPTON","7815","1569","41","3","7","0","3354","5075","6999","35","0","680","67","5555","6597","637","12789"
"ONSLOW","24255","47118","1797","25","90","0","50063","84020","18814","462","30","20022","7553","52681","60899","9768","123348"
"ORANGE","50298","13184","561","26","19","0","43665","74695","11437","232","1","21388","4188","44194","52506","11053","107753"
"PAMLICO","2833","4054","59","4","3","0","3196","7898","1443","26","0","782","112","4506","5074","569","10149"
"PASQUOTANK","10986","7536","216","7","9","0","10930","16709","9889","40","3","3043","422","12692","14956","2036","29684"
"PENDER","10837","19398","423","12","19","0","17637","37125","5749","121","5","5326","1290","21104","23410","3812","48326"
"PERQUIMANS","2920","3521","53","1","0","0","3649","7505","1955","19","2","663","59","4462","5134","548","10144"
"PERSON","9478","8140","124","4","11","0","9767","17916","6849","117","3","2639","511","11839","13839","1846","27524"
"PITT","48211","30518","783","27","46","0","41784","64570","40233","247","8","16311","3395","48974","61305","11090","121369"
"POLK","3601","6142","110","3","6","0","6555","14552","581","9","2","1273","293","7284","8610","523","16417"
"RANDOLPH","14942","49393","602","6","22","0","29704","77326","5970","308","6","11059","3826","41911","46821","5937","94669"
"RICHMOND","11888","7447","126","6","10","0","8721","16608","8759","409","0","2422","580","12340","14572","1286","28198"
"ROBESON","35041","13441","236","8","24","0","23216","20164","18809","24867","17","8109","2169","30885","38476","2605","71966"
"ROCKINGHAM","17511","24114","325","9","15","0","18851","42524","10934","102","0","7265","1210","27075","31763","1987","60825"
"ROWAN","22370","41247","622","15","46","0","31787","70046","15116","182","6","10737","3023","41451","47394","7242","96087"
"RUTHERFORD","9881","19852","258","6","17","0","16009","37433","3956","57","0","4577","887","19898","22888","3237","46023"
"SAMPSON","12666","15311","178","2","19","0","9576","21987","9947","532","0","5286","2820","16379","19442","1931","37752"
"SCOTLAND","9887","4549","73","4","7","0","6792","9558","8015","1679","9","2051","219","8746","11112","1454","21312"
"STANLY","8453","20892","210","19","47","0","14286","33927","4509","79","3","5389","696","18546","21055","4306","43907"
"STOKES","5219","16860","207","8","8","0","9815","27617","1175","51","1","3273","448","15285","16782","50","32117"
"SURRY","9230","22070","233","10","15","0","15660","40131","1677","46","2","5362","2067","20802","23353","3063","47218"
"SWAIN","2800","3054","66","2","1","0","3799","7403","93","1545","1","680","89","4406","4917","399","9722"
"TRANSYLVANIA","5682","8376","149","2","4","0","11731","23155","715","48","1","2025","249","11315","13102","1527","25944"
"TYRRELL","1002","452","8","0","0","0","802","1391","627","3","0","243","40","993","1086","185","2264"
"UNION","39691","69516","1162","33","51","0","64608","123178","19614","511","10","31748","8721","75257","83626","16178","175061"
"VANCE","16087","4928","105","6","11","0","6813","11200","13905","54","1","2790","721","11474","14706","1770","27950"
"WAKE","285793","175090","6334","212","339","0","342981","497204","145353","2076","55","166061","35065","341468","392249","77032","810749"
"WARREN","7763","2252","43","1","6","0","2975","5377","6183","527","2","951","120","5581","6752","707","13040"
"WASHINGTON","4557","1374","24","0","0","0","1933","3598","3726","9","0","555","63","3320","4155","413","7888"
"WATAUGA","11429","12373","400","43","6","0","20028","38573","843","63","11","4789","1262","19044","22145","3090","44279"
"WAYNE","26699","25204","434","11","18","0","21123","40805","23055","126","5","9498","2993","30832","37147","5510","73489"
"WILKES","6815","23950","207","6","8","0","12743","38259","1576","46","0","3848","945","19334","21379","3016","43729"
"WILSON","24790","13815","238","8","26","0","15892","26814","21790","108","0","6057","1830","22957","28748","3064","54769"
"YADKIN","2973","14123","132","1","10","0","7491","21562","724","26","1","2417","973","11090","12123","1517","24730"
"YANCEY","3740","5379","83","1","7","0","4983","12954","73","25","1","1140","149","6381","6985","827","14193"
