"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"HALIFAX","20359","4842","98","3","22","0","10207","13587","18271","1027","5","2641","299","15148","18502","1881","35531"
"HARNETT","24005","30547","790","26","63","0","29706","52677","17388","472","16","14584","5263","35414","41604","8119","85137"
"HAYWOOD","12122","16073","310","11","13","0","17219","42205","468","114","1","2960","600","20593","23454","1701","45748"
"HENDERSON","17193","31890","620","17","35","0","38795","76934","2361","146","10","9099","2812","37947","45171","5432","88550"
"HERTFORD","8823","1549","38","0","3","0","3342","4455","8287","93","2","918","100","5689","7432","634","13755"
"HOKE","13712","7307","308","12","8","0","11715","12998","12487","1957","16","5604","2386","14314","17173","1575","33062"
"HYDE","1360","677","15","0","0","0","1099","2359","567","0","0","225","60","1401","1586","164","3151"
"IREDELL","27310","56450","888","24","41","0","51982","106415","14671","222","5","15382","4674","60257","66896","9542","136695"
"JACKSON","8462","8356","249","15","5","0","12398","24194","614","1518","6","3153","729","12845","14439","2201","29485"
"JOHNSTON","39922","56942","1224","49","174","0","55391","103375","25617","422","17","24271","8556","66510","76660","10532","153702"
"JONES","2515","2311","37","0","5","0","2275","4422","2056","12","1","652","102","3074","3541","528","7143"
"LEE","12468","11912","277","5","18","0","14447","25168","7275","142","6","6536","3343","16423","19623","3081","39127"
"LENOIR","16462","10354","150","10","21","0","10472","18677","14565","64","7","4156","822","15197","19073","3199","37469"
"LINCOLN","11775","31768","426","14","38","0","23110","56579","3603","87","2","6860","2088","29845","32416","4870","67131"
"MACON","4974","12351","191","2","3","0","10448","25628","196","62","1","2082","547","12928","14564","477","27969"
"MADISON","4984","4769","117","9","10","0","7022","15207","125","26","0","1553","190","7424","8034","1453","16911"
"MARTIN","7646","3458","51","1","2","0","4705","8504","6242","28","0","1089","184","6631","8426","806","15863"
"MCDOWELL","5628","12925","179","6","7","0","10856","26820","814","36","1","1930","598","13425","14877","1299","29601"
"MECKLENBURG","321271","153979","5919","203","293","0","294422","398655","236959","2037","60","138376","43869","325514","391659","58914","776087"
"MITCHELL","1041","6435","43","3","1","0","3572","9976","39","12","1","1067","141","4908","5411","776","11095"
"MONTGOMERY","5126","6243","86","2","6","0","5513","11879","2982","45","0","2070","781","7484","8416","1076","16976"
"MOORE","15034","30681","619","10","25","0","27832","59623","7390","343","6","6839","1724","32542","38260","3399","74201"
"NASH","28363","19308","309","7","39","0","19042","33847","26014","346","4","6857","1796","28256","34577","4235","67068"
"NEW HANOVER","50343","53282","1476","40","41","0","72891","136613","18936","378","15","22131","4003","73747","86982","17344","178073"
"NORTHAMPTON","7781","1567","40","3","7","0","3336","5059","6966","35","0","674","67","5523","6582","629","12734"
"ONSLOW","24230","47093","1797","25","90","0","50042","83971","18797","462","31","20016","7550","52643","60871","9763","123277"
"ORANGE","50316","13181","561","26","19","0","43667","74699","11432","232","1","21406","4191","44195","52515","11060","107770"
"PAMLICO","2830","4053","59","4","3","0","3195","7895","1441","26","0","782","112","4505","5070","569","10144"
"PASQUOTANK","10996","7557","217","7","11","0","10947","16741","9894","40","3","3057","426","12713","14980","2042","29735"
"PENDER","10817","19375","422","12","19","0","17611","37080","5732","121","5","5318","1289","21057","23392","3807","48256"
"PERQUIMANS","2919","3521","53","1","0","0","3649","7502","1956","19","2","664","59","4461","5133","549","10143"
"PERSON","9473","8152","125","4","13","0","9778","17933","6849","118","3","2642","512","11843","13850","1852","27545"
"PITT","48201","30513","784","27","49","0","41758","64562","40222","245","8","16295","3392","48964","61300","11068","121332"
"POLK","3597","6145","111","3","8","0","6575","14576","581","9","2","1271","293","7291","8625","523","16439"
"RANDOLPH","14938","49518","601","7","35","0","29856","77539","5997","311","6","11102","3865","42034","46964","5957","94955"
"RICHMOND","11877","7478","127","6","16","0","8773","16661","8777","410","0","2429","582","12378","14608","1291","28277"
"ROBESON","35031","13447","236","8","24","0","23209","20166","18802","24863","17","8107","2167","30875","38477","2603","71955"
"ROCKINGHAM","17499","24095","325","9","15","0","18834","42488","10925","102","0","7262","1209","27052","31740","1985","60777"
"ROWAN","22352","41216","622","15","46","0","31769","69985","15112","182","6","10735","3022","41421","47357","7242","96020"
"RUTHERFORD","9874","19867","259","6","19","0","16061","37475","3966","57","0","4588","897","19925","22920","3241","46086"
"SAMPSON","12654","15298","177","2","19","0","9572","21968","9939","531","0","5284","2816","16365","19426","1931","37722"
"SCOTLAND","9900","4578","72","4","12","0","6825","9593","8034","1689","9","2066","222","8783","11146","1462","21391"
"STANLY","8452","20936","212","19","50","0","14314","33985","4518","80","3","5397","703","18587","21082","4314","43983"
"STOKES","5214","16861","211","8","10","0","9817","27616","1178","51","1","3275","449","15284","16786","51","32121"
"SURRY","9221","22071","236","11","17","0","15679","40138","1678","46","2","5371","2074","20807","23358","3070","47235"
"SWAIN","2799","3053","66","2","1","0","3799","7400","93","1545","1","681","91","4406","4916","398","9720"
"TRANSYLVANIA","5679","8376","149","2","4","0","11728","23148","715","48","1","2026","249","11315","13096","1527","25938"
"TYRRELL","1001","452","8","0","0","0","802","1391","627","3","0","242","40","993","1086","184","2263"
"UNION","39676","69491","1162","33","51","0","64574","123102","19606","512","10","31757","8716","75218","83580","16189","174987"
"VANCE","16076","4931","105","6","11","0","6806","11197","13891","54","1","2792","720","11468","14699","1768","27935"
"WAKE","285608","174963","6327","213","346","0","342785","496805","145218","2073","55","166091","35038","341244","392014","76984","810242"
"WARREN","7754","2250","43","1","6","0","2975","5372","6178","526","2","951","122","5578","6744","707","13029"
"WASHINGTON","4543","1373","24","0","0","0","1930","3594","3713","9","0","554","63","3305","4153","412","7870"
"WATAUGA","11412","12383","398","43","5","0","20050","38584","844","63","11","4789","1263","19058","22145","3088","44291"
"WAYNE","26733","25286","440","13","45","0","21249","40935","23142","130","5","9554","3035","30961","37282","5523","73766"
"WILKES","6813","23988","209","5","11","0","12753","38303","1577","46","0","3853","946","19350","21411","3018","43779"
"WILSON","24813","13837","244","8","36","0","15946","26857","21832","108","0","6087","1844","23006","28803","3075","54884"
"YADKIN","2968","14121","134","2","11","0","7494","21561","724","26","1","2418","975","11086","12125","1519","24730"
"YANCEY","3733","5382","83","1","8","0","4991","12957","73","25","1","1142","149","6386","6983","829","14198"
