"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"CATAWBA","20227","47766","662","17","49","0","41600","85900","8614","143","4","15660","4682","48087","53678","8556","110321"
"CHATHAM","21069","14186","330","8","17","0","24500","44254","5837","122","3","9894","2220","24785","28868","6457","60110"
"CHEROKEE","3369","11661","146","1","4","0","7741","21340","241","121","1","1219","230","10792","11657","473","22922"
"CHOWAN","3641","3133","43","0","2","0","3488","6712","2832","12","5","746","85","4449","5476","382","10307"
"CLAY","1384","4698","58","0","1","0","3520","9062","42","17","0","540","88","4423","4831","407","9661"
"CLEVELAND","19950","25760","403","9","14","0","20896","46760","13186","86","4","6996","1024","28547","33205","5280","67032"
"COLUMBUS","14311","10676","111","5","0","0","11211","21990","10293","949","4","3078","519","15599","18458","2257","36314"
"CRAVEN","20091","27891","587","16","31","0","26458","52454","14136","173","8","8303","2098","32237","38255","4582","75074"
"CUMBERLAND","86800","48237","1809","53","22","0","73149","85081","83722","2320","66","38881","13301","84299","105232","20539","210070"
"CURRITUCK","3439","10110","217","4","4","0","10242","20858","1201","45","3","1909","231","11059","11672","1285","24016"
"DARE","7537","11278","263","10","4","0","13703","29642","548","37","1","2567","336","14758","16246","1791","32795"
"DAVIDSON","21307","55340","680","12","29","0","37197","91166","10493","242","7","12657","3103","49691","56371","8503","114565"
"DAVIE","4669","16350","163","10","6","0","10877","27024","1903","43","1","3104","825","14242","15855","1978","32075"
"DUPLIN","10805","9747","135","8","8","0","10376","18208","8071","65","1","4734","2226","13155","15451","2473","31079"
"DURHAM","123731","23209","1188","61","27","0","83116","112006","72471","564","33","46258","11135","91543","116181","23608","231332"
"EDGECOMBE","20511","6567","103","3","7","0","6814","11971","19153","59","2","2820","585","13807","18132","2066","34005"
"FORSYTH","97338","70682","1697","61","51","0","91556","157889","64690","505","29","38272","13084","107252","132039","22094","261385"
"FRANKLIN","16803","16005","384","6","6","0","17944","32399","11902","140","3","6704","1787","21404","24605","5139","51148"
"GASTON","40474","59924","1173","21","78","0","52920","107578","27030","333","5","19644","5729","65670","77520","11400","154590"
"GATES","3469","2055","37","1","1","0","2589","5033","2455","16","0","648","53","3557","4046","549","8152"
"GRAHAM","1114","3031","31","0","1","0","1872","5490","9","259","1","290","36","2820","3021","208","6049"
"GRANVILLE","16001","10901","226","6","11","0","13065","22981","11420","79","4","5726","1151","16344","18974","4892","40210"
"GREENE","4863","2497","29","1","2","0","3454","5916","3755","12","0","1163","489","4672","5605","569","10846"
"GUILFORD","154893","88054","2193","71","51","0","127280","191869","123732","949","26","55966","13557","156132","194902","21508","372542"
"HALIFAX","20377","4824","99","3","11","0","10160","13567","18244","1030","4","2629","293","15122","18473","1879","35474"
"HARNETT","23943","30387","779","25","27","0","29355","52299","17272","472","17","14456","5184","35165","41291","8060","84516"
"HAYWOOD","12143","16004","312","12","9","0","17068","42028","467","115","1","2937","590","20495","23364","1689","45548"
"HENDERSON","17116","31798","618","11","15","0","38551","76574","2343","147","10","9035","2778","37751","44969","5389","88109"
"HERTFORD","8875","1550","36","0","2","0","3326","4452","8325","93","2","917","97","5713","7440","636","13789"
"HOKE","13719","7292","306","12","6","0","11667","12995","12484","1943","16","5564","2363","14307","17153","1542","33002"
"HYDE","1364","678","15","0","0","0","1096","2360","566","0","0","227","59","1397","1591","165","3153"
"IREDELL","27261","56257","878","23","20","0","51688","106039","14592","220","4","15272","4632","60022","66652","9453","136127"
"JACKSON","8451","8342","249","15","6","0","12379","24160","613","1516","6","3147","728","12827","14416","2199","29442"
"JOHNSTON","39819","56795","1219","44","91","0","55038","102944","25473","422","17","24150","8405","66235","76279","10492","153006"
"JONES","2521","2299","37","0","1","0","2257","4411","2053","11","1","639","101","3069","3530","516","7115"
"LEE","12519","11929","275","4","15","0","14414","25176","7300","145","6","6529","3324","16439","19625","3092","39156"
"LENOIR","16491","10375","152","10","19","0","10477","18711","14585","64","6","4158","806","15219","19091","3214","37524"
"LINCOLN","11748","31596","424","14","21","0","22943","56280","3575","86","2","6803","2058","29687","32230","4829","66746"
"MACON","4975","12320","189","2","0","0","10342","25499","195","62","1","2071","536","12877","14483","468","27828"
"MADISON","4979","4745","115","8","4","0","6980","15140","125","26","0","1540","184","7392","7988","1451","16831"
"MARTIN","7678","3463","51","1","2","0","4713","8522","6262","28","0","1096","184","6655","8444","809","15908"
"MCDOWELL","5648","12962","181","6","5","0","10860","26884","814","35","1","1928","594","13456","14907","1299","29662"
"MECKLENBURG","321508","154077","5929","203","234","0","294147","398791","237118","2035","59","138095","43809","325597","391755","58746","776098"
"MITCHELL","1045","6438","43","3","1","0","3571","9978","39","12","1","1071","141","4915","5410","776","11101"
"MONTGOMERY","5342","6408","87","2","5","0","5596","12222","3096","47","0","2075","779","7738","8627","1075","17440"
"MOORE","15083","30712","617","10","22","0","27835","59702","7419","343","6","6809","1722","32587","38314","3378","74279"
"NASH","28312","19263","306","7","22","0","18900","33733","25908","341","4","6824","1767","28156","34439","4215","66810"
"NEW HANOVER","50418","53393","1479","40","34","0","72844","136735","18983","380","15","22095","3998","73866","87019","17323","178208"
"NORTHAMPTON","7832","1578","41","3","6","0","3343","5076","7010","34","0","683","67","5562","6600","641","12803"
"ONSLOW","24293","47064","1793","24","76","0","49991","83919","18825","463","29","20005","7524","52641","60829","9771","123241"
"ORANGE","50337","13205","562","26","17","0","43594","74748","11448","233","1","21311","4180","44236","52513","10992","107741"
"PAMLICO","2841","4049","58","4","3","0","3199","7902","1442","26","0","784","112","4503","5082","569","10154"
"PASQUOTANK","10971","7466","213","7","2","0","10858","16601","9857","39","3","3017","416","12626","14866","2025","29517"
"PENDER","10857","19390","418","12","11","0","17598","37095","5754","120","5","5312","1284","21078","23410","3798","48286"
"PERQUIMANS","2930","3525","53","1","0","0","3656","7521","1963","19","2","660","59","4475","5145","545","10165"
"PERSON","9486","8118","123","4","7","0","9757","17903","6837","117","3","2635","513","11831","13831","1833","27495"
"PITT","48283","30425","776","26","25","0","41683","64477","40268","246","8","16219","3378","48899","61304","11015","121218"
"POLK","3606","6110","109","3","5","0","6512","14483","581","9","2","1270","289","7247","8579","519","16345"
"RANDOLPH","15021","49461","600","6","15","0","29703","77480","5982","311","6","11027","3811","42016","46883","5907","94806"
"RICHMOND","11900","7437","125","5","9","0","8713","16607","8761","407","0","2414","574","12339","14566","1284","28189"
"ROBESON","35047","13421","236","8","18","0","23106","20168","18764","24826","15","8063","2150","30846","38411","2579","71836"
"ROCKINGHAM","17544","24140","327","9","14","0","18865","42579","10950","100","0","7270","1208","27120","31798","1981","60899"
"ROWAN","22368","41285","621","15","40","0","31762","70091","15091","183","6","10720","3012","41461","47409","7221","96091"
"RUTHERFORD","9948","19842","258","5","10","0","15959","37393","3983","58","0","4588","883","19915","22867","3240","46022"
"SAMPSON","12690","15303","179","2","15","0","9535","21985","9938","530","0","5271","2796","16366","19423","1935","37724"
"SCOTLAND","9888","4543","73","4","4","0","6780","9549","8006","1678","9","2050","220","8729","11110","1453","21292"
"STANLY","8448","20836","210","18","24","0","14207","33806","4483","78","3","5373","681","18483","20967","4293","43743"
"STOKES","5251","16826","203","8","5","0","9765","27570","1173","51","1","3263","440","15255","16754","49","32058"
"SURRY","9265","22046","234","9","10","0","15590","40095","1676","46","2","5335","2043","20768","23321","3065","47154"
"SWAIN","2799","3060","66","1","2","0","3803","7410","92","1547","1","681","89","4408","4923","400","9731"
"TRANSYLVANIA","5695","8384","149","2","4","0","11732","23179","713","49","1","2024","246","11325","13115","1526","25966"
"TYRRELL","1038","446","7","0","0","0","798","1410","640","3","0","236","37","1007","1103","179","2289"
"UNION","39760","69575","1163","32","46","0","64615","123329","19657","511","10","31684","8705","75349","83716","16126","175191"
"VANCE","16052","4909","104","5","10","0","6771","11177","13838","54","1","2781","709","11434","14656","1761","27851"
"WAKE","285611","174947","6336","206","214","0","341784","496249","145084","2071","53","165641","34780","340654","391372","77072","809098"
"WARREN","7786","2255","42","0","5","0","2977","5388","6194","527","2","954","120","5597","6757","711","13065"
"WASHINGTON","4564","1374","24","0","0","0","1929","3602","3727","9","0","553","63","3321","4157","413","7891"
"WATAUGA","11406","12350","396","36","2","0","19968","38450","847","62","11","4788","1251","18986","22085","3087","44158"
"WAYNE","26747","25239","435","11","18","0","21155","40877","23088","126","5","9509","2998","30890","37197","5518","73605"
"WILKES","6864","23938","204","6","4","0","12705","38254","1578","47","0","3842","938","19326","21377","3018","43721"
"WILSON","24823","13827","238","7","24","0","15897","26847","21799","108","0","6062","1820","22968","28769","3079","54816"
"YADKIN","2988","14134","131","1","5","0","7483","21566","725","26","1","2424","972","11102","12121","1519","24742"
"YANCEY","3744","5366","82","1","6","0","4961","12929","72","25","1","1133","148","6370","6966","824","14160"
