"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"MADISON","4979","4740","115","5","0","0","6939","15095","122","26","0","1535","184","7363","7973","1442","16778"
"MARTIN","7704","3453","51","1","0","0","4680","8512","6269","27","0","1081","178","6656","8431","802","15889"
"MCDOWELL","5664","12944","182","5","2","0","10762","26819","804","34","1","1901","581","13417","14868","1274","29559"
"MECKLENBURG","320773","153688","5897","179","1","0","291026","397232","236031","2026","59","136216","43329","324061","390023","57480","771564"
"MITCHELL","1047","6445","43","2","0","0","3545","9958","40","13","1","1070","136","4909","5394","779","11082"
"MONTGOMERY","5356","6353","85","2","1","0","5520","12125","3086","46","0","2060","769","7684","8572","1061","17317"
"MOORE","15071","30611","615","9","2","0","27597","59394","7393","343","6","6769","1689","32424","38115","3366","73905"
"NASH","28392","19275","304","7","2","0","18830","33772","25911","343","4","6780","1730","28170","34449","4191","66810"
"NEW HANOVER","50271","53126","1480","35","4","0","71913","135670","18906","375","13","21865","3917","73377","86281","17171","176829"
"NORTHAMPTON","7871","1583","41","3","0","0","3333","5093","7019","33","0","686","66","5576","6612","643","12831"
"ONSLOW","24276","46757","1774","20","9","0","49477","83260","18718","450","29","19856","7398","52244","60313","9756","122313"
"ORANGE","50175","13178","563","21","3","0","43338","74484","11387","235","1","21171","4137","44079","52274","10925","107278"
"PAMLICO","2853","4019","58","3","0","0","3148","7848","1433","26","0","774","110","4476","5042","563","10081"
"PASQUOTANK","10967","7458","213","7","1","0","10816","16595","9845","39","3","2980","411","12616","14848","1998","29462"
"PENDER","10867","19246","414","11","0","0","17329","36770","5743","119","4","5231","1249","20897","23226","3744","47867"
"PERQUIMANS","2935","3497","51","1","0","0","3631","7482","1961","19","2","651","59","4450","5127","538","10115"
"PERSON","9495","8092","122","4","1","0","9718","17887","6814","117","3","2611","501","11813","13804","1815","27432"
"PITT","48284","30275","776","23","1","0","40590","64234","40191","247","8","15269","3333","48746","61054","10149","119949"
"POLK","3605","6098","109","2","1","0","6482","14435","584","9","2","1267","286","7215","8558","524","16297"
"RANDOLPH","15036","49472","598","6","2","0","29569","77453","5949","310","6","10965","3767","41973","46836","5874","94683"
"RICHMOND","11969","7419","129","4","1","0","8701","16644","8773","407","0","2399","566","12372","14576","1275","28223"
"ROBESON","35118","13315","231","6","2","0","22923","20112","18723","24764","14","7982","2116","30746","38305","2544","71595"
"ROCKINGHAM","17550","24093","321","7","3","0","18739","42458","10923","98","0","7234","1181","27046","31730","1937","60713"
"ROWAN","22354","41183","613","14","3","0","31562","69918","15009","183","6","10613","2938","41320","47250","7159","95729"
"RUTHERFORD","9985","19757","255","5","1","0","15828","37262","3961","57","0","4551","873","19838","22781","3212","45831"
"SAMPSON","12737","15268","178","1","2","0","9443","21932","9948","530","0","5219","2745","16335","19358","1936","37629"
"SCOTLAND","9880","4502","73","4","0","0","6730","9500","7985","1669","9","2026","215","8680","11073","1436","21189"
"STANLY","8442","20767","205","16","5","0","14120","33696","4448","79","3","5329","657","18412","20883","4260","43555"
"STOKES","5267","16793","202","8","1","0","9723","27509","1172","51","0","3262","434","15236","16713","45","31994"
"SURRY","9298","22000","232","9","0","0","15480","39990","1672","45","2","5310","2017","20697","23270","3052","47019"
"SWAIN","2811","3041","66","1","1","0","3794","7399","89","1540","1","685","89","4391","4922","401","9714"
"TRANSYLVANIA","5683","8335","150","2","1","0","11625","23021","711","48","1","2015","242","11253","13038","1505","25796"
"TYRRELL","1043","447","7","0","0","0","802","1415","645","3","0","236","37","1010","1108","181","2299"
"UNION","39659","69283","1155","26","6","0","64072","122932","19568","511","10","31180","8590","75039","83347","15815","174201"
"VANCE","16077","4910","104","5","0","0","6745","11192","13819","54","1","2775","708","11419","14660","1762","27841"
"WAKE","285375","174921","6341","187","20","0","339958","495239","144738","2055","52","164718","34443","339793","390343","76666","806802"
"WARREN","7803","2240","40","0","0","0","2938","5344","6201","529","2","945","116","5581","6735","705","13021"
"WASHINGTON","4626","1362","24","0","0","0","1919","3626","3753","9","0","543","63","3350","4176","405","7931"
"WATAUGA","11107","12259","379","25","0","0","19317","37601","799","60","11","4616","1136","18548","21519","3020","43087"
"WAYNE","26850","25296","435","11","2","0","21167","40979","23133","128","5","9516","2987","30968","37264","5529","73761"
"WILKES","6896","23926","204","6","0","0","12631","38214","1576","48","0","3825","917","19313","21348","3002","43663"
"WILSON","24806","13785","237","6","2","0","15795","26793","21721","104","0","6013","1782","22868","28705","3058","54631"
"YADKIN","2984","14103","130","1","0","0","7447","21519","718","26","1","2401","954","11077","12081","1507","24665"
"YANCEY","3744","5355","81","1","2","0","4938","12891","72","25","1","1132","145","6357","6941","823","14121"
