"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"MITCHELL","1049","6451","43","2","0","0","3538","9956","40","13","1","1073","136","4910","5394","779","11083"
"MONTGOMERY","5356","6352","85","2","0","0","5516","12121","3087","46","0","2057","767","7682","8570","1059","17311"
"MOORE","15083","30629","616","9","0","0","27595","59415","7386","344","6","6781","1687","32437","38128","3367","73932"
"NASH","28384","19270","305","7","0","0","18802","33753","25895","343","4","6773","1720","28152","34427","4189","66768"
"NEW HANOVER","50245","53109","1479","35","0","0","71838","135572","18900","377","13","21844","3904","73324","86204","17178","176706"
"NORTHAMPTON","7882","1581","41","3","0","0","3330","5096","7023","32","0","686","66","5576","6617","644","12837"
"ONSLOW","24257","46708","1776","19","0","0","49380","83152","18692","448","29","19819","7370","52170","60213","9757","122140"
"ORANGE","50127","13170","561","20","0","0","43285","74403","11372","234","1","21153","4130","44036","52212","10915","107163"
"PAMLICO","2860","4011","58","3","0","0","3146","7846","1435","26","0","771","110","4475","5042","561","10078"
"PASQUOTANK","10968","7449","214","7","0","0","10800","16582","9836","40","3","2977","410","12608","14835","1995","29438"
"PENDER","10859","19217","412","11","0","0","17274","36686","5742","119","4","5222","1241","20868","23170","3735","47773"
"PERQUIMANS","2933","3492","51","1","0","0","3624","7472","1962","19","2","646","59","4442","5125","534","10101"
"PERSON","9492","8091","122","4","0","0","9704","17874","6811","117","3","2608","501","11807","13796","1810","27413"
"PITT","48324","30278","776","21","0","0","40595","64246","40221","248","8","15271","3326","48790","61050","10154","119994"
"POLK","3605","6089","109","2","0","0","6475","14421","583","9","2","1265","285","7211","8548","521","16280"
"RANDOLPH","15040","49439","597","5","0","0","29546","77420","5947","309","6","10945","3761","41944","46818","5865","94627"
"RICHMOND","11985","7414","129","4","0","0","8696","16649","8779","407","0","2393","564","12379","14578","1271","28228"
"ROBESON","35120","13300","232","6","0","0","22905","20099","18719","24755","14","7976","2107","30730","38289","2544","71563"
"ROCKINGHAM","17547","24071","321","7","0","0","18702","42405","10913","98","0","7232","1177","27019","31700","1929","60648"
"ROWAN","22360","41177","614","14","0","0","31549","69916","15008","181","6","10603","2933","41312","47252","7150","95714"
"RUTHERFORD","9987","19755","255","5","0","0","15813","37260","3956","57","0","4542","872","19837","22772","3206","45815"
"SAMPSON","12731","15243","178","1","0","0","9421","21910","9935","528","0","5201","2733","16305","19338","1931","37574"
"SCOTLAND","9878","4498","73","4","0","0","6725","9495","7981","1671","9","2022","214","8676","11069","1433","21178"
"STANLY","8439","20744","205","16","0","0","14079","33643","4439","79","3","5319","655","18386","20849","4248","43483"
"STOKES","5268","16791","202","8","0","0","9717","27503","1172","51","0","3260","434","15235","16707","44","31986"
"SURRY","9302","21979","231","9","0","0","15460","39957","1670","45","2","5307","2014","20681","23250","3050","46981"
"SWAIN","2811","3041","66","1","0","0","3794","7399","89","1540","1","684","89","4389","4924","400","9713"
"TRANSYLVANIA","5682","8330","151","2","0","0","11612","23001","710","48","1","2017","240","11248","13018","1511","25777"
"TYRRELL","1045","447","7","0","0","0","802","1416","645","3","0","237","37","1010","1109","182","2301"
"UNION","39655","69265","1151","26","0","0","63991","122884","19560","511","10","31123","8575","74986","83322","15780","174088"
"VANCE","16084","4911","103","5","0","0","6733","11192","13818","54","1","2771","706","11419","14657","1760","27836"
"WAKE","285328","174879","6337","182","0","0","339700","495053","144679","2049","52","164593","34383","339627","390163","76636","806426"
"WARREN","7802","2237","40","0","0","0","2934","5338","6199","529","2","945","115","5576","6733","704","13013"
"WASHINGTON","4625","1360","24","0","0","0","1918","3623","3751","9","0","544","63","3347","4175","405","7927"
"WATAUGA","11015","12223","375","22","0","0","19110","37364","783","59","12","4527","1101","18412","21335","2998","42745"
"WAYNE","26845","25285","435","11","0","0","21148","40964","23126","128","5","9501","2975","30943","37254","5527","73724"
"WILKES","6894","23920","203","5","0","0","12624","38203","1575","48","0","3820","913","19298","21343","3005","43646"
"WILSON","24800","13770","237","6","0","0","15777","26777","21707","104","0","6002","1776","22846","28695","3049","54590"
"YADKIN","2987","14102","130","1","0","0","7439","21518","718","26","1","2396","952","11077","12078","1504","24659"
"YANCEY","3745","5354","80","1","0","0","4940","12890","71","25","1","1133","145","6360","6939","821","14120"
