"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion","SelectCountyId"
"MCDOWELL","4828","13960","184","12","0","0","0","0","12193","27945","847","42","0","160","113","1325","745","760","14202","15402","1573","31177","1","0"
"MECKLENBURG","323032","157388","5422","586","0","0","0","0","352330","417819","249944","2127","97","26714","4709","83787","53561","55243","348143","417023","73592","838758","1","0"
"MITCHELL","920","6387","52","4","0","0","0","0","3861","9955","51","12","1","20","14","1042","129","162","4962","5399","863","11224","1","0"
"MONTGOMERY","4345","6750","73","7","0","0","0","0","6118","12024","2708","46","1","182","42","1460","830","961","7512","8428","1353","17293","1","0"
"MOORE","14715","33711","608","28","0","0","0","0","32333","65015","7318","401","7","791","243","4873","2747","2428","35705","41491","4199","81395","1","0"
"NASH","24908","19926","264","23","0","0","0","0","26398","34457","26315","363","6","392","255","7287","2444","2380","28948","35209","7362","71519","1","0"
"NEW HANOVER","49240","54826","1346","138","0","0","0","0","83329","142312","18209","429","15","1699","743","19925","5547","5119","76622","91140","21117","188879","1","0"
"NORTHAMPTON","6984","1649","32","2","0","0","0","0","4194","5038","6568","30","0","11","16","1095","103","92","5438","6313","1110","12861","1","0"
"ONSLOW","21746","51399","1672","79","0","0","0","0","60171","89803","19120","506","72","1985","764","13872","8945","9351","57450","64524","13093","135067","1","0"
"ORANGE","49340","13137","464","85","0","0","0","0","48954","75687","11413","232","9","5742","1003","12738","5156","4990","45415","54209","12356","111980","1","0"
"PAMLICO","2424","4332","51","5","0","0","0","0","3487","8062","1313","25","1","46","16","683","153","145","4605","5030","664","10299","1","0"
"PASQUOTANK","9571","8136","197","21","0","0","0","0","13360","17041","9308","34","3","175","149","3776","799","538","12740","14863","3682","31285","1","0"
"PENDER","10065","22373","407","18","0","0","0","0","21547","41716","5549","142","4","274","146","4805","1774","1799","23435","25814","5161","54410","1","0"
"PERQUIMANS","2440","3932","53","2","0","0","0","0","4291","7706","1752","19","2","24","20","1069","126","85","4485","5136","1097","10718","1","0"
"PERSON","8707","8803","131","9","0","0","0","0","10689","18369","6820","112","3","59","88","2153","735","736","12183","14106","2050","28339","1","0"
"PITT","45271","31201","678","78","0","0","0","0","49560","64977","39798","241","16","1189","615","14797","5155","4416","49452","62207","15129","126788","1","0"
"POLK","3393","6674","104","4","0","0","0","0","7150","15294","585","15","2","54","36","1020","319","346","7701","9008","616","17325","1","0"
"RANDOLPH","13803","51730","527","27","0","0","0","0","33171","79193","6237","296","9","841","209","7600","4873","5446","43531","48661","7066","99258","1","0"
"RICHMOND","10352","8222","107","15","0","0","0","0","9755","16389","8340","401","4","156","47","2125","989","794","12111","14384","1956","28451","1","0"
"ROBESON","29544","16295","230","30","0","0","0","0","31201","19861","18232","25411","45","305","432","9430","3584","2891","31241","38748","7311","77300","1","0"
"ROCKINGHAM","15790","26337","326","27","0","0","0","0","21611","44935","11186","107","0","237","162","5773","1691","1722","28207","32822","3062","64091","1","0"
"ROWAN","21493","43833","622","50","0","0","0","0","35724","72688","15767","169","8","614","310","7962","4204","4482","43691","49656","8375","101722","1","0"
"RUTHERFORD","8437","21263","239","21","0","0","0","0","17372","38334","3769","44","1","157","87","3781","1159","1106","20355","23291","3686","47332","1","0"
"SAMPSON","11428","16008","176","21","0","0","0","0","11185","22281","9646","523","2","100","105","3182","2979","3493","16790","19638","2390","38818","1","0"
"SCOTLAND","8331","5095","75","12","0","0","0","0","8427","9364","7450","1788","18","173","119","2697","331","301","8586","10807","2547","21940","1","0"
"STANLY","7913","22881","234","37","0","0","0","0","16220","36148","5006","86","5","474","70","4348","1148","1122","20003","22560","4722","47285","1","0"
"STOKES","4587","18152","194","19","0","0","0","0","10843","29119","1237","55","2","78","83","2681","540","604","16139","17543","113","33795","1","0"
"SURRY","7878","23603","216","19","0","0","0","0","17036","40868","1625","47","3","138","95","3994","1982","2519","21503","24026","3223","48752","1","0"
"SWAIN","2423","3374","79","12","0","0","0","0","4190","7481","101","1645","1","40","36","593","181","126","4538","5016","524","10078","1","0"
"TRANSYLVANIA","5387","8641","152","13","0","0","0","0","12596","23786","710","44","2","104","71","1660","412","321","11747","13350","1692","26789","1","0"
"TYRRELL","914","501","12","1","0","0","0","0","918","1436","610","3","0","22","4","219","52","48","1014","1109","223","2346","1","0"
"UNION","38557","72341","1119","87","0","0","0","0","72776","120697","19469","549","16","5035","725","29007","9382","10143","75585","83975","25320","184880","1","0"
"VANCE","14452","5348","110","14","0","0","0","0","8195","11195","13368","58","5","105","95","2318","975","990","11228","14604","2287","28119","1","0"
"WAKE","282552","173082","5346","659","0","0","0","0","397146","513807","149886","2253","93","39764","4755","96098","52129","43332","358442","413654","86689","858785","1","0"
"WARREN","7304","2562","44","3","0","0","0","0","3619","5724","6087","539","2","39","43","873","225","183","5735","6878","919","13532","1","0"
"WASHINGTON","4121","1557","22","2","0","0","0","0","2539","3609","3594","8","2","17","14","881","116","86","3318","4064","859","8241","1","0"
"WATAUGA","10445","12271","298","61","0","0","0","0","21149","38283","825","49","12","373","412","3408","862","1384","19206","21847","3171","44224","1","0"
"WAYNE","25211","26770","428","37","0","0","0","0","24591","42019","23292","147","7","578","361","6058","4575","4225","32169","38491","6377","77037","1","0"
"WILKES","5854","25224","185","11","0","0","0","0","14090","39337","1562","48","0","157","93","3085","1082","1209","20083","22074","3207","45364","1","0"
"WILSON","22436","14110","234","28","0","0","0","0","18279","26690","20778","120","2","308","137","4498","2554","2404","22485","28339","4263","55087","1","0"
"YADKIN","2668","14708","121","6","0","0","0","0","8167","22021","733","23","2","67","34","1760","1030","1231","11461","12414","1795","25670","1","0"
"YANCEY","3295","5538","82","9","0","0","0","0","5565","13024","72","28","1","31","23","1107","203","213","6506","7046","937","14489","1","0"
