"CountyName","Democrats","Republicans","Libertarians","Green","NoLabels","Constitution","JusticeForAll","WeThePeople","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Asian","Multiracial","Undesignated","Other","Hispanic","Male","Female","UnDisclosedGender","Total","AppVersion","SelectCountyId"
"UNION","38477","72285","1118","86","0","0","0","0","72435","120590","19420","545","15","5006","723","28790","9312","10068","75448","83833","25120","184401","1","0"
"VANCE","14484","5341","110","12","0","0","0","0","8139","11201","13363","56","5","105","93","2294","969","984","11217","14602","2267","28086","1","0"
"WAKE","281963","173046","5357","649","0","0","0","0","394805","512581","149449","2255","93","39505","4765","95454","51718","43025","357375","412284","86161","855820","1","0"
"WARREN","7306","2559","43","3","0","0","0","0","3588","5710","6085","540","2","37","43","858","224","180","5736","6855","908","13499","1","0"
"WASHINGTON","4140","1554","23","2","0","0","0","0","2517","3614","3597","8","2","17","13","871","114","84","3319","4069","848","8236","1","0"
"WATAUGA","10453","12290","301","60","0","0","0","0","21153","38288","824","49","12","375","412","3432","865","1393","19203","21853","3201","44257","1","0"
"WAYNE","25233","26783","430","36","0","0","0","0","24440","41987","23275","148","7","577","361","6018","4549","4201","32116","38470","6336","76922","1","0"
"WILKES","5866","25217","187","10","0","0","0","0","14050","39301","1562","48","0","157","93","3093","1076","1205","20051","22064","3215","45330","1","0"
"WILSON","22449","14108","234","28","0","0","0","0","18182","26671","20766","120","2","305","138","4469","2530","2384","22457","28305","4239","55001","1","0"
"YADKIN","2668","14711","120","5","0","0","0","0","8154","22016","732","23","2","67","34","1764","1020","1224","11455","12401","1802","25658","1","0"
"YANCEY","3303","5532","81","9","0","0","0","0","5543","13004","72","28","1","30","23","1109","201","212","6496","7036","936","14468","1","0"
